"id","coverage","age","wage","cit","mar","educ","race","esr"
20456,"Coverage",28,0,"Citizen","Never Married","Less than HS","Black","Employed Civilian"
20457,"Coverage",77,0,"Citizen","Divorced","Less than HS","Two or More","Not in Labor Force"
20458,"Coverage",64,0,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
20459,"Coverage",21,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20460,"Coverage",56,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20461,"Coverage",50,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20462,"Coverage",68,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20463,"Coverage",85,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
20464,"Coverage",65,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20465,"Coverage",63,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20466,"Coverage",32,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20467,"Coverage",71,0,"Citizen","Widowed","HS Degree","White","Employed Civilian"
20468,"Coverage",77,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
20469,"Coverage",74,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
20470,"Coverage",56,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20471,"Coverage",40,8400,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20472,"Coverage",57,0,"Citizen","Widowed","Undergraduate Degree","White","Employed Civilian"
20473,"Coverage",50,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20474,"Coverage",44,0,"Citizen","Married","Undergraduate Degree","Asian","Employed Civilian"
20475,"Coverage",58,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20476,"Coverage",21,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20477,"Coverage",46,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
20478,"Coverage",36,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20479,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20480,"Coverage",45,0,"Non-citizen","Married","Graduate Degree","Asian","Employed Civilian"
20481,"Coverage",60,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20482,"Coverage",25,0,"Citizen","Never Married","Less than HS","Black","Unemployed"
20483,"Coverage",37,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
20484,"Coverage",38,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20485,"Coverage",60,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20486,"Coverage",69,0,"Citizen","Married","Undergraduate Degree","Black","Not in Labor Force"
20487,"Coverage",28,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
20488,"Coverage",18,0,"Citizen","Never Married","Less than HS","Black","Unemployed"
20489,"Coverage",48,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20490,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20491,"Coverage",72,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20492,"Coverage",44,0,"Citizen","Married","Graduate Degree","Asian","Employed Civilian"
20493,"Coverage",28,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20494,"Coverage",49,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20495,"Coverage",47,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
20496,"Coverage",56,0,"Citizen","Married","HS Degree","Black","Armed Forced"
20497,"Coverage",32,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20498,"Coverage",53,0,"Citizen","Married","Graduate Degree","Black","Unemployed"
20499,"Coverage",52,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20500,"Coverage",47,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20501,"Coverage",50,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20502,"Coverage",41,0,"Citizen","Married","Graduate Degree","Black","Employed Civilian"
20503,"Coverage",60,0,"Citizen","Married","Graduate Degree","Tribes Spec.","Employed Civilian"
20504,"Coverage",84,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20505,"Coverage",23,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20506,"Coverage",57,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20507,"Coverage",18,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20508,"Coverage",48,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20509,"Coverage",66,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
20510,"Coverage",41,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20511,"Coverage",47,0,"Citizen","Separated","HS Degree","White","Employed Civilian"
20512,"Coverage",74,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
20513,"Coverage",58,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
20514,"Coverage",61,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20515,"Coverage",18,0,"Citizen","Never Married","HS Degree","Asian","Not in Labor Force"
20516,"Coverage",76,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20517,"Coverage",71,0,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
20518,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20519,"Coverage",30,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
20520,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20521,"Coverage",59,0,"Citizen","Widowed","HS Degree","White","Employed Civilian"
20522,"Coverage",25,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20523,"Coverage",53,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20524,"Coverage",44,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20525,"Coverage",57,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20526,"Coverage",80,0,"Citizen","Separated","Less than HS","Black","Not in Labor Force"
20527,"Coverage",37,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20528,"Coverage",63,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20529,"Coverage",53,0,"Citizen","Married","Graduate Degree","Black","Not in Labor Force"
20530,"Coverage",39,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20531,"Coverage",41,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20532,"Coverage",22,0,"Citizen","Never Married","Undergraduate Degree","White","Not in Labor Force"
20533,"Coverage",26,0,"Citizen","Never Married","Graduate Degree","Black","Employed Civilian"
20534,"Coverage",40,0,"Citizen","Divorced","Undergraduate Degree","Black","Employed Civilian"
20535,"Coverage",48,0,"Citizen","Married","Undergraduate Degree","White","Armed Forced"
20536,"Coverage",30,0,"Citizen","Never Married","Less than HS","Asian","Not in Labor Force"
20537,"Coverage",55,0,"Citizen","Divorced","Less than HS","Black","Employed Civilian"
20538,"Coverage",39,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20539,"Coverage",23,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20540,"Coverage",58,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20541,"Coverage",43,0,"Citizen","Divorced","Undergraduate Degree","White","Employed Civilian"
20542,"Coverage",16,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
20543,"Coverage",18,0,"Citizen","Never Married","HS Degree","Other","Employed Civilian"
20544,"Coverage",64,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
20545,"Coverage",80,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20546,"Coverage",51,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20547,"Coverage",40,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20548,"Coverage",76,0,"Citizen","Divorced","Less than HS","Black","Not in Labor Force"
20549,"Coverage",50,0,"Non-citizen","Divorced","Graduate Degree","White","Employed Civilian"
20550,"Coverage",25,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20551,"Coverage",40,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20552,"Coverage",23,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20553,"Coverage",73,0,"Citizen","Never Married","Graduate Degree","White","Not in Labor Force"
20554,"Coverage",19,0,"Non-citizen","Never Married","HS Degree","White","Not in Labor Force"
20555,"Coverage",51,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20556,"Coverage",44,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20557,"Coverage",72,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
20558,"Coverage",47,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20559,"Coverage",30,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20560,"Coverage",39,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
20561,"Coverage",75,0,"Citizen","Widowed","Graduate Degree","White","Not in Labor Force"
20562,"Coverage",38,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
20563,"Coverage",72,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20564,"Coverage",55,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20565,"Coverage",52,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
20566,"Coverage",52,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20567,"Coverage",37,0,"Non-citizen","Married","HS Degree","Black","Employed Civilian"
20568,"Coverage",43,0,"Citizen","Divorced","Undergraduate Degree","White","Employed Civilian"
20569,"Coverage",62,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20570,"Coverage",71,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20571,"Coverage",69,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20572,"Coverage",74,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20573,"Coverage",67,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20574,"Coverage",45,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20575,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
20576,"Coverage",50,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20577,"Coverage",55,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20578,"Coverage",46,8700,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
20579,"Coverage",17,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
20580,"Coverage",32,0,"Citizen","Divorced","Graduate Degree","White","Employed Civilian"
20581,"Coverage",65,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20582,"Coverage",24,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20583,"Coverage",66,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
20584,"Coverage",47,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20585,"Coverage",63,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20586,"Coverage",59,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20587,"Coverage",73,0,"Citizen","Divorced","Less than HS","White","Not in Labor Force"
20588,"Coverage",63,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
20589,"Coverage",35,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20590,"Coverage",25,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20591,"Coverage",83,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20592,"Coverage",61,0,"Citizen","Married","HS Degree","White","Unemployed"
20593,"Coverage",22,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
20594,"Coverage",44,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20595,"Coverage",31,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20596,"Coverage",62,0,"Citizen","Married","HS Degree","White","Unemployed"
20597,"Coverage",31,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
20598,"Coverage",21,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20599,"Coverage",68,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
20600,"Coverage",37,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20601,"Coverage",35,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20602,"Coverage",65,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20603,"Coverage",16,0,"Citizen","Never Married","Less than HS","Other","Not in Labor Force"
20604,"Coverage",40,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20605,"Coverage",36,0,"Citizen","Never Married","HS Degree","White","Unemployed"
20606,"Coverage",23,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20607,"Coverage",43,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20608,"Coverage",19,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
20609,"Coverage",50,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20610,"Coverage",40,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20611,"Coverage",25,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20612,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Unemployed"
20613,"Coverage",47,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
20614,"Coverage",48,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20615,"Coverage",16,0,"Citizen","Never Married","Less than HS","Two or More","Not in Labor Force"
20616,"Coverage",62,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20617,"Coverage",18,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
20618,"Coverage",28,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20619,"Coverage",56,0,"Citizen","Married","Less than HS","Other","Employed Civilian"
20620,"Coverage",66,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20621,"Coverage",38,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20622,"Coverage",74,1000,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
20623,"Coverage",65,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20624,"Coverage",43,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
20625,"Coverage",28,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20626,"Coverage",56,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
20627,"Coverage",51,0,"Citizen","Married","HS Degree","Other","Employed Civilian"
20628,"Coverage",17,0,"Non-citizen","Never Married","Less than HS","Black","Unemployed"
20629,"Coverage",60,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20630,"Coverage",92,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20631,"Coverage",42,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20632,"Coverage",27,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20633,"Coverage",43,0,"Citizen","Divorced","Graduate Degree","White","Employed Civilian"
20634,"Coverage",38,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20635,"Coverage",51,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20636,"Coverage",17,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
20637,"Coverage",32,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20638,"Coverage",62,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20639,"Coverage",70,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20640,"Coverage",21,0,"Non-citizen","Never Married","HS Degree","Asian","Not in Labor Force"
20641,"Coverage",17,0,"Citizen","Never Married","Less than HS","Asian","Not in Labor Force"
20642,"Coverage",50,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20643,"Coverage",18,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
20644,"Coverage",31,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20645,"Coverage",76,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
20646,"Coverage",52,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20647,"Coverage",67,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20648,"Coverage",16,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
20649,"Coverage",55,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20650,"Coverage",72,0,"Citizen","Married","Undergraduate Degree","White","Unemployed"
20651,"Coverage",53,0,"Citizen","Separated","Graduate Degree","White","Not in Labor Force"
20652,"Coverage",64,0,"Citizen","Widowed","Graduate Degree","White","Not in Labor Force"
20653,"Coverage",50,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20654,"Coverage",37,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20655,"Coverage",46,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
20656,"Coverage",33,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
20657,"Coverage",75,0,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
20658,"Coverage",38,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
20659,"Coverage",43,0,"Citizen","Separated","HS Degree","Black","Not in Labor Force"
20660,"Coverage",64,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
20661,"Coverage",66,0,"Citizen","Never Married","Undergraduate Degree","White","Not in Labor Force"
20662,"Coverage",69,18000,"Citizen","Married","Less than HS","White","Not in Labor Force"
20663,"Coverage",66,0,"Citizen","Divorced","HS Degree","Black","Not in Labor Force"
20664,"Coverage",57,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20665,"Coverage",61,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20666,"Coverage",31,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20667,"Coverage",64,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20668,"Coverage",48,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20669,"Coverage",33,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20670,"Coverage",49,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20671,"Coverage",62,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20672,"Coverage",53,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20673,"Coverage",39,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20674,"Coverage",75,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20675,"Coverage",44,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20676,"Coverage",26,5100,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20677,"Coverage",59,0,"Citizen","Married","Graduate Degree","White","Unemployed"
20678,"Coverage",52,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
20679,"Coverage",46,0,"Citizen","Separated","Graduate Degree","White","Employed Civilian"
20680,"Coverage",46,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20681,"Coverage",43,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20682,"Coverage",19,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20683,"Coverage",28,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20684,"Coverage",20,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20685,"Coverage",62,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20686,"Coverage",34,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20687,"Coverage",59,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20688,"Coverage",55,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20689,"Coverage",60,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20690,"Coverage",27,0,"Citizen","Never Married","Undergraduate Degree","Black","Unemployed"
20691,"Coverage",45,0,"Citizen","Married","Undergraduate Degree","White","Unemployed"
20692,"Coverage",48,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20693,"Coverage",32,0,"Non-citizen","Married","HS Degree","Black","Employed Civilian"
20694,"Coverage",32,0,"Citizen","Separated","Undergraduate Degree","Black","Employed Civilian"
20695,"Coverage",47,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20696,"Coverage",51,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20697,"Coverage",44,0,"Citizen","Married","HS Degree","Asian","Employed Civilian"
20698,"Coverage",56,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
20699,"Coverage",71,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20700,"Coverage",88,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20701,"Coverage",25,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20702,"Coverage",56,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20703,"Coverage",47,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20704,"Coverage",46,0,"Citizen","Married","HS Degree","Black","Unemployed"
20705,"Coverage",45,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20706,"Coverage",33,0,"Citizen","Never Married","HS Degree","Asian","Employed Civilian"
20707,"Coverage",67,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20708,"Coverage",49,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
20709,"Coverage",51,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20710,"Coverage",73,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
20711,"Coverage",70,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20712,"Coverage",20,0,"Citizen","Never Married","HS Degree","White","Unemployed"
20713,"Coverage",30,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20714,"Coverage",52,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
20715,"Coverage",27,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20716,"Coverage",17,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
20717,"Coverage",62,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20718,"Coverage",52,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20719,"Coverage",65,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20720,"Coverage",38,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20721,"Coverage",75,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
20722,"Coverage",30,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20723,"Coverage",28,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20724,"Coverage",68,0,"Citizen","Married","Less than HS","White","Employed Civilian"
20725,"Coverage",23,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
20726,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20727,"Coverage",23,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20728,"Coverage",41,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20729,"Coverage",66,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20730,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20731,"Coverage",38,6000,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20732,"Coverage",58,0,"Citizen","Divorced","Undergraduate Degree","White","Unemployed"
20733,"Coverage",71,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
20734,"Coverage",64,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20735,"Coverage",17,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
20736,"Coverage",52,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20737,"Coverage",42,0,"Citizen","Divorced","Undergraduate Degree","White","Employed Civilian"
20738,"Coverage",55,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20739,"Coverage",33,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20740,"Coverage",49,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20741,"Coverage",92,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
20742,"Coverage",85,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
20743,"Coverage",46,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20744,"Coverage",81,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
20745,"Coverage",51,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
20746,"Coverage",50,0,"Citizen","Married","Undergraduate Degree","Asian","Employed Civilian"
20747,"Coverage",63,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20748,"Coverage",45,0,"Citizen","Separated","Undergraduate Degree","Black","Employed Civilian"
20749,"Coverage",46,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20750,"Coverage",51,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20751,"Coverage",67,0,"Citizen","Widowed","HS Degree","Black","Not in Labor Force"
20752,"Coverage",42,0,"Citizen","Divorced","Graduate Degree","White","Employed Civilian"
20753,"Coverage",59,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20754,"Coverage",20,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20755,"Coverage",53,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20756,"Coverage",60,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20757,"Coverage",47,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20758,"Coverage",65,0,"Citizen","Widowed","HS Degree","White","Employed Civilian"
20759,"Coverage",78,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20760,"Coverage",22,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20761,"Coverage",75,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20762,"Coverage",80,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
20763,"Coverage",40,0,"Non-citizen","Married","Graduate Degree","Asian","Employed Civilian"
20764,"Coverage",53,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20765,"Coverage",30,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20766,"Coverage",71,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20767,"Coverage",57,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20768,"Coverage",48,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20769,"Coverage",40,0,"Citizen","Married","Undergraduate Degree","White","Unemployed"
20770,"Coverage",27,0,"Citizen","Never Married","Graduate Degree","White","Armed Forced"
20771,"Coverage",20,0,"Citizen","Never Married","HS Degree","Two or More","Employed Civilian"
20772,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20773,"Coverage",38,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20774,"Coverage",26,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
20775,"Coverage",21,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20776,"Coverage",52,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20777,"Coverage",38,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20778,"Coverage",20,0,"Citizen","Never Married","HS Degree","Asian","Not in Labor Force"
20779,"Coverage",28,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20780,"Coverage",25,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20781,"Coverage",18,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
20782,"Coverage",16,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
20783,"Coverage",58,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
20784,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20785,"Coverage",75,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20786,"Coverage",35,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20787,"Coverage",39,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20788,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20789,"Coverage",36,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20790,"Coverage",40,0,"Non-citizen","Married","HS Degree","White","Unemployed"
